"edad","comunidad","Sexo","fecha","Total"
"34 años","Asturias","Mujeres","2019","5,762.00"
"34 años","Asturias","Mujeres","2018","6,014.00"
"34 años","Asturias","Mujeres","2017","6,475.00"
"34 años","Asturias","Mujeres","2016","6,958.00"
"34 años","Asturias","Mujeres","2015","7,294.00"
"34 años","Asturias","Mujeres","2014","7,884.00"
"34 años","Asturias","Mujeres","2013","8,178.00"
"34 años","Asturias","Mujeres","2012","8,596.46"
"34 años","Asturias","Mujeres","2011","8,623.78"
"34 años","Asturias","Mujeres","2010","8,636.39"
"34 años","Balears","Mujeres","2022","8,475.00"
"34 años","Balears","Mujeres","2021","8,658.00"
"34 años","Balears","Mujeres","2020","8,742.00"
"34 años","Balears","Mujeres","2019","8,914.00"
"34 años","Balears","Mujeres","2018","8,953.00"
"34 años","Balears","Mujeres","2017","9,136.00"
"34 años","Balears","Mujeres","2016","9,488.00"
"34 años","Balears","Mujeres","2015","9,734.00"
"34 años","Balears","Mujeres","2014","9,899.00"
"34 años","Balears","Mujeres","2013","10,177.00"
"34 años","Balears","Mujeres","2012","10,179.93"
"34 años","Balears","Mujeres","2011","10,112.79"
"34 años","Balears","Mujeres","2010","9,985.73"
"34 años","Canarias","Mujeres","2022","14,491.00"
"34 años","Canarias","Mujeres","2021","14,647.00"
"34 años","Canarias","Mujeres","2020","14,848.00"
"34 años","Canarias","Mujeres","2019","15,015.00"
"34 años","Canarias","Mujeres","2018","15,600.00"
"34 años","Canarias","Mujeres","2017","16,359.00"
"34 años","Canarias","Mujeres","2016","16,871.00"
"34 años","Canarias","Mujeres","2015","17,565.00"
"34 años","Canarias","Mujeres","2014","18,026.00"
"34 años","Canarias","Mujeres","2013","18,242.00"
"34 años","Canarias","Mujeres","2012","18,003.60"
"34 años","Canarias","Mujeres","2011","18,397.29"
"34 años","Canarias","Mujeres","2010","18,600.00"
"34 años","Cantabria","Mujeres","2022","3,034.00"
"34 años","Cantabria","Mujeres","2021","3,173.00"
"34 años","Cantabria","Mujeres","2020","3,370.00"
"34 años","Cantabria","Mujeres","2019","3,509.00"
"34 años","Cantabria","Mujeres","2018","3,676.00"
"34 años","Cantabria","Mujeres","2017","3,844.00"
"34 años","Cantabria","Mujeres","2016","4,140.00"
"34 años","Cantabria","Mujeres","2015","4,465.00"
"34 años","Cantabria","Mujeres","2014","4,625.00"
"34 años","Cantabria","Mujeres","2013","4,926.00"
"34 años","Cantabria","Mujeres","2012","5,004.51"
"34 años","Cantabria","Mujeres","2011","5,137.44"
"34 años","Cantabria","Mujeres","2010","5,019.20"
"34 años","Castilla y León","Mujeres","2022","11,833.00"
"34 años","Castilla y León","Mujeres","2021","12,170.00"
"34 años","Castilla y León","Mujeres","2020","12,683.00"
"34 años","Castilla y León","Mujeres","2019","13,206.00"
"34 años","Castilla y León","Mujeres","2018","13,759.00"
"34 años","Castilla y León","Mujeres","2017","14,440.00"
"34 años","Castilla y León","Mujeres","2016","15,115.00"
"34 años","Castilla y León","Mujeres","2015","16,114.00"
"34 años","Castilla y León","Mujeres","2014","17,066.00"
"34 años","Castilla y León","Mujeres","2013","18,000.00"
"34 años","Castilla y León","Mujeres","2012","18,217.38"
"34 años","Castilla y León","Mujeres","2011","19,009.97"
"34 años","Castilla y León","Mujeres","2010","18,415.18"
"34 años","Castilla - La Mancha","Mujeres","2022","12,077.00"
"34 años","Castilla - La Mancha","Mujeres","2021","12,237.00"
"34 años","Castilla - La Mancha","Mujeres","2020","12,470.00"
"34 años","Castilla - La Mancha","Mujeres","2019","12,832.00"
"34 años","Castilla - La Mancha","Mujeres","2018","13,235.00"
"34 años","Castilla - La Mancha","Mujeres","2017","13,943.00"
"34 años","Castilla - La Mancha","Mujeres","2016","14,536.00"
"34 años","Castilla - La Mancha","Mujeres","2015","15,403.00"
"34 años","Castilla - La Mancha","Mujeres","2014","15,965.00"
"34 años","Castilla - La Mancha","Mujeres","2013","16,651.00"
"34 años","Castilla - La Mancha","Mujeres","2012","16,545.48"
"34 años","Castilla - La Mancha","Mujeres","2011","17,333.24"
"34 años","Castilla - La Mancha","Mujeres","2010","16,666.55"
"34 años","Cataluña","Mujeres","2022","47,139.00"
"34 años","Cataluña","Mujeres","2021","48,861.00"
"34 años","Cataluña","Mujeres","2020","49,501.00"
"34 años","Cataluña","Mujeres","2019","49,965.00"
"34 años","Cataluña","Mujeres","2018","50,717.00"
"34 años","Cataluña","Mujeres","2017","53,067.00"
"34 años","Cataluña","Mujeres","2016","54,879.00"
"34 años","Cataluña","Mujeres","2015","58,549.00"
"34 años","Cataluña","Mujeres","2014","60,851.00"
"34 años","Cataluña","Mujeres","2013","65,080.00"
"34 años","Cataluña","Mujeres","2012","66,887.36"
"34 años","Cataluña","Mujeres","2011","67,720.79"
"34 años","Cataluña","Mujeres","2010","67,717.62"
"34 años","Comunitat Valenciana","Mujeres","2022","29,378.00"
"34 años","Comunitat Valenciana","Mujeres","2021","30,112.00"
"34 años","Comunitat Valenciana","Mujeres","2020","30,820.00"
"34 años","Comunitat Valenciana","Mujeres","2019","31,443.00"
"34 años","Comunitat Valenciana","Mujeres","2018","31,797.00"
"34 años","Comunitat Valenciana","Mujeres","2017","33,967.00"
"34 años","Comunitat Valenciana","Mujeres","2016","35,641.00"
"34 años","Comunitat Valenciana","Mujeres","2015","38,336.00"
"34 años","Comunitat Valenciana","Mujeres","2014","39,855.00"
"34 años","Comunitat Valenciana","Mujeres","2013","42,039.00"
"34 años","Comunitat Valenciana","Mujeres","2012","43,141.65"
"34 años","Comunitat Valenciana","Mujeres","2011","43,494.52"
"34 años","Comunitat Valenciana","Mujeres","2010","42,704.75"
"34 años","Extremadura","Mujeres","2022","6,103.00"
"34 años","Extremadura","Mujeres","2021","6,190.00"
"34 años","Extremadura","Mujeres","2020","6,139.00"
"34 años","Extremadura","Mujeres","2019","6,404.00"
"34 años","Extremadura","Mujeres","2018","6,629.00"
"34 años","Extremadura","Mujeres","2017","7,038.00"
"34 años","Extremadura","Mujeres","2016","7,134.00"
"34 años","Extremadura","Mujeres","2015","7,664.00"
"34 años","Extremadura","Mujeres","2014","7,593.00"
"34 años","Extremadura","Mujeres","2013","7,895.00"
"34 años","Extremadura","Mujeres","2012","7,819.76"
"34 años","Extremadura","Mujeres","2011","7,990.45"
"34 años","Extremadura","Mujeres","2010","7,828.33"
"34 años","Galicia","Mujeres","2022","14,242.00"
"34 años","Galicia","Mujeres","2021","14,523.00"
"34 años","Galicia","Mujeres","2020","15,301.00"
"34 años","Galicia","Mujeres","2019","15,987.00"
"34 años","Galicia","Mujeres","2018","16,917.00"
"34 años","Galicia","Mujeres","2017","17,667.00"
"34 años","Galicia","Mujeres","2016","18,910.00"
"34 años","Galicia","Mujeres","2015","20,270.00"
"34 años","Galicia","Mujeres","2014","21,201.00"
"34 años","Galicia","Mujeres","2013","22,458.00"
"34 años","Galicia","Mujeres","2012","22,582.93"
"34 años","Galicia","Mujeres","2011","23,267.90"
"34 años","Galicia","Mujeres","2010","23,114.83"
"34 años","Madrid","Mujeres","2022","44,001.00"
"34 años","Madrid","Mujeres","2021","45,235.00"
"34 años","Madrid","Mujeres","2020","46,456.00"
"34 años","Madrid","Mujeres","2019","47,004.00"
"34 años","Madrid","Mujeres","2018","46,987.00"
"34 años","Madrid","Mujeres","2017","49,375.00"
"34 años","Madrid","Mujeres","2016","51,136.00"
"34 años","Madrid","Mujeres","2015","52,836.00"
"34 años","Madrid","Mujeres","2014","55,660.00"
"34 años","Madrid","Mujeres","2013","59,274.00"
"34 años","Madrid","Mujeres","2012","60,897.48"
"34 años","Madrid","Mujeres","2011","63,223.38"
"34 años","Madrid","Mujeres","2010","62,489.96"
"34 años","Murcia","Mujeres","2022","9,431.00"
"34 años","Murcia","Mujeres","2021","9,327.00"
"34 años","Murcia","Mujeres","2020","9,833.00"
"34 años","Murcia","Mujeres","2019","9,806.00"
"34 años","Murcia","Mujeres","2018","10,362.00"
"34 años","Murcia","Mujeres","2017","11,052.00"
"34 años","Murcia","Mujeres","2016","11,443.00"
"34 años","Murcia","Mujeres","2015","11,836.00"
"34 años","Murcia","Mujeres","2014","12,069.00"
"34 años","Murcia","Mujeres","2013","12,696.00"
"34 años","Murcia","Mujeres","2012","12,539.16"
"34 años","Murcia","Mujeres","2011","12,796.54"
"34 años","Murcia","Mujeres","2010","12,581.85"
"34 años","Navarra","Mujeres","2022","3,570.00"
"34 años","Navarra","Mujeres","2021","3,677.00"
"34 años","Navarra","Mujeres","2020","3,836.00"
"34 años","Navarra","Mujeres","2019","3,935.00"
"34 años","Navarra","Mujeres","2018","3,941.00"
"34 años","Navarra","Mujeres","2017","4,275.00"
"34 años","Navarra","Mujeres","2016","4,679.00"
"34 años","Navarra","Mujeres","2015","4,655.00"
"34 años","Navarra","Mujeres","2014","4,887.00"
"34 años","Navarra","Mujeres","2013","5,081.00"
"34 años","Navarra","Mujeres","2012","5,282.38"
"34 años","Navarra","Mujeres","2011","5,363.89"
"34 años","Navarra","Mujeres","2010","5,538.46"
"34 años","País Vasco","Mujeres","2022","11,431.00"
"34 años","País Vasco","Mujeres","2021","11,978.00"
"34 años","País Vasco","Mujeres","2020","12,392.00"
"34 años","País Vasco","Mujeres","2019","12,578.00"
"34 años","País Vasco","Mujeres","2018","13,088.00"
"34 años","País Vasco","Mujeres","2017","13,671.00"
"34 años","País Vasco","Mujeres","2016","14,470.00"
"34 años","País Vasco","Mujeres","2015","14,845.00"
"34 años","País Vasco","Mujeres","2014","15,932.00"
"34 años","País Vasco","Mujeres","2013","17,115.00"
"34 años","País Vasco","Mujeres","2012","17,424.27"
"34 años","País Vasco","Mujeres","2011","18,301.33"
"34 años","País Vasco","Mujeres","2010","18,077.16"
"34 años","Rioja","Mujeres","2022","1,726.00"
"34 años","Rioja","Mujeres","2021","1,831.00"
"34 años","Rioja","Mujeres","2020","1,920.00"
"34 años","Rioja","Mujeres","2019","1,861.00"
"34 años","Rioja","Mujeres","2018","1,993.00"
"34 años","Rioja","Mujeres","2017","2,013.00"
"34 años","Rioja","Mujeres","2016","2,183.00"
"34 años","Rioja","Mujeres","2015","2,303.00"
"34 años","Rioja","Mujeres","2014","2,483.00"
"34 años","Rioja","Mujeres","2013","2,595.00"
"34 años","Rioja","Mujeres","2012","2,669.28"
"34 años","Rioja","Mujeres","2011","2,783.70"
"34 años","Rioja","Mujeres","2010","2,599.07"
"34 años","Ceuta","Mujeres","2022","518"
"34 años","Ceuta","Mujeres","2021","542"
"34 años","Ceuta","Mujeres","2020","596"
"34 años","Ceuta","Mujeres","2019","585"
"34 años","Ceuta","Mujeres","2018","608"
"34 años","Ceuta","Mujeres","2017","600"
"34 años","Ceuta","Mujeres","2016","583"
"34 años","Ceuta","Mujeres","2015","625"
"34 años","Ceuta","Mujeres","2014","652"
"34 años","Ceuta","Mujeres","2013","640"
"34 años","Ceuta","Mujeres","2012","652.62"
"34 años","Ceuta","Mujeres","2011","618.76"
"34 años","Ceuta","Mujeres","2010","639.24"
"34 años","Melilla","Mujeres","2022","522"
"34 años","Melilla","Mujeres","2021","594"
"34 años","Melilla","Mujeres","2020","587"
"34 años","Melilla","Mujeres","2019","600"
"34 años","Melilla","Mujeres","2018","617"
"34 años","Melilla","Mujeres","2017","561"
"34 años","Melilla","Mujeres","2016","642"
"34 años","Melilla","Mujeres","2015","666"
"34 años","Melilla","Mujeres","2014","675"
"34 años","Melilla","Mujeres","2013","644"
"34 años","Melilla","Mujeres","2012","636.66"
"34 años","Melilla","Mujeres","2011","546.72"
"34 años","Melilla","Mujeres","2010","567.31"
"35 años","Andalucía","Mujeres","2022","53,831.00"
"35 años","Andalucía","Mujeres","2021","54,619.00"
"35 años","Andalucía","Mujeres","2020","56,962.00"
"35 años","Andalucía","Mujeres","2019","57,986.00"
"35 años","Andalucía","Mujeres","2018","60,837.00"
"35 años","Andalucía","Mujeres","2017","62,593.00"
"35 años","Andalucía","Mujeres","2016","65,677.00"
"35 años","Andalucía","Mujeres","2015","66,586.00"
"35 años","Andalucía","Mujeres","2014","69,037.00"
"35 años","Andalucía","Mujeres","2013","70,148.00"
"35 años","Andalucía","Mujeres","2012","70,745.74"
"35 años","Andalucía","Mujeres","2011","69,893.45"
"35 años","Andalucía","Mujeres","2010","69,123.81"
"35 años","Aragón","Mujeres","2022","7,728.00"
"35 años","Aragón","Mujeres","2021","7,934.00"
"35 años","Aragón","Mujeres","2020","7,959.00"
"35 años","Aragón","Mujeres","2019","7,908.00"
"35 años","Aragón","Mujeres","2018","8,472.00"
"35 años","Aragón","Mujeres","2017","8,926.00"
"35 años","Aragón","Mujeres","2016","9,513.00"
"35 años","Aragón","Mujeres","2015","9,843.00"
"35 años","Aragón","Mujeres","2014","10,312.00"
"35 años","Aragón","Mujeres","2013","10,672.00"
"35 años","Aragón","Mujeres","2012","10,709.18"
"35 años","Aragón","Mujeres","2011","10,788.72"
"35 años","Aragón","Mujeres","2010","10,558.22"
"35 años","Asturias","Mujeres","2022","5,249.00"
"35 años","Asturias","Mujeres","2021","5,504.00"
"35 años","Asturias","Mujeres","2020","5,763.00"
"35 años","Asturias","Mujeres","2019","6,012.00"
"35 años","Asturias","Mujeres","2018","6,474.00"
"35 años","Asturias","Mujeres","2017","6,943.00"
"35 años","Asturias","Mujeres","2016","7,263.00"
"35 años","Asturias","Mujeres","2015","7,809.00"
"35 años","Asturias","Mujeres","2014","8,131.00"
"35 años","Asturias","Mujeres","2013","8,583.00"
"35 años","Asturias","Mujeres","2012","8,626.13"
"35 años","Asturias","Mujeres","2011","8,677.47"
"35 años","Asturias","Mujeres","2010","8,683.61"
"35 años","Balears","Mujeres","2022","8,609.00"
"35 años","Balears","Mujeres","2021","8,810.00"
"35 años","Balears","Mujeres","2020","9,077.00"
"35 años","Balears","Mujeres","2019","9,065.00"
"35 años","Balears","Mujeres","2018","9,204.00"
"35 años","Balears","Mujeres","2017","9,532.00"
"35 años","Balears","Mujeres","2016","9,755.00"
"35 años","Balears","Mujeres","2015","9,900.00"
"35 años","Balears","Mujeres","2014","10,111.00"
"35 años","Balears","Mujeres","2013","10,098.00"
"35 años","Balears","Mujeres","2012","10,099.60"
"35 años","Balears","Mujeres","2011","9,970.51"
"35 años","Balears","Mujeres","2010","10,036.48"
"35 años","Canarias","Mujeres","2022","14,630.00"
"35 años","Canarias","Mujeres","2021","14,853.00"
"35 años","Canarias","Mujeres","2020","15,249.00"
"35 años","Canarias","Mujeres","2019","15,751.00"
"35 años","Canarias","Mujeres","2018","16,467.00"
"35 años","Canarias","Mujeres","2017","16,913.00"
"35 años","Canarias","Mujeres","2016","17,526.00"
"35 años","Canarias","Mujeres","2015","17,890.00"
"35 años","Canarias","Mujeres","2014","18,185.00"
"35 años","Canarias","Mujeres","2013","18,049.00"
"35 años","Canarias","Mujeres","2012","18,530.87"
"35 años","Canarias","Mujeres","2011","18,662.61"
"35 años","Canarias","Mujeres","2010","18,937.87"
"35 años","Cantabria","Mujeres","2022","3,198.00"
"35 años","Cantabria","Mujeres","2021","3,464.00"
"35 años","Cantabria","Mujeres","2020","3,527.00"
"35 años","Cantabria","Mujeres","2019","3,696.00"
"35 años","Cantabria","Mujeres","2018","3,875.00"
"35 años","Cantabria","Mujeres","2017","4,149.00"
"35 años","Cantabria","Mujeres","2016","4,459.00"
"35 años","Cantabria","Mujeres","2015","4,624.00"
"35 años","Cantabria","Mujeres","2014","4,898.00"
"35 años","Cantabria","Mujeres","2013","4,967.00"
"35 años","Cantabria","Mujeres","2012","5,150.01"
"35 años","Cantabria","Mujeres","2011","5,039.12"
"35 años","Cantabria","Mujeres","2010","4,811.58"
"35 años","Castilla y León","Mujeres","2022","12,203.00"
"35 años","Castilla y León","Mujeres","2021","12,752.00"
"35 años","Castilla y León","Mujeres","2020","13,296.00"
"35 años","Castilla y León","Mujeres","2019","13,774.00"
"35 años","Castilla y León","Mujeres","2018","14,357.00"
"35 años","Castilla y León","Mujeres","2017","14,999.00"
"35 años","Castilla y León","Mujeres","2016","15,982.00"
"35 años","Castilla y León","Mujeres","2015","16,938.00"
"35 años","Castilla y León","Mujeres","2014","17,860.00"
"35 años","Castilla y León","Mujeres","2013","18,039.00"
"35 años","Castilla y León","Mujeres","2012","18,904.41"
"35 años","Castilla y León","Mujeres","2011","18,459.53"
"35 años","Castilla y León","Mujeres","2010","18,735.17"
"35 años","Castilla - La Mancha","Mujeres","2022","12,462.00"
"35 años","Castilla - La Mancha","Mujeres","2021","12,609.00"
"35 años","Castilla - La Mancha","Mujeres","2020","12,937.00"
"35 años","Castilla - La Mancha","Mujeres","2019","13,271.00"
"35 años","Castilla - La Mancha","Mujeres","2018","13,865.00"
"35 años","Castilla - La Mancha","Mujeres","2017","14,441.00"
"35 años","Castilla - La Mancha","Mujeres","2016","15,266.00"
"35 años","Castilla - La Mancha","Mujeres","2015","15,805.00"
"35 años","Castilla - La Mancha","Mujeres","2014","16,456.00"
"35 años","Castilla - La Mancha","Mujeres","2013","16,348.00"
"35 años","Castilla - La Mancha","Mujeres","2012","17,381.41"
"35 años","Castilla - La Mancha","Mujeres","2011","16,766.83"
"35 años","Castilla - La Mancha","Mujeres","2010","16,451.91"
"35 años","Cataluña","Mujeres","2022","48,838.00"
"35 años","Cataluña","Mujeres","2021","50,113.00"
"35 años","Cataluña","Mujeres","2020","50,964.00"
"35 años","Cataluña","Mujeres","2019","51,641.00"
"35 años","Cataluña","Mujeres","2018","53,580.00"
"35 años","Cataluña","Mujeres","2017","55,194.00"
"35 años","Cataluña","Mujeres","2016","58,650.00"
"35 años","Cataluña","Mujeres","2015","60,326.00"
"35 años","Cataluña","Mujeres","2014","63,923.00"
"35 años","Cataluña","Mujeres","2013","66,250.00"
"35 años","Cataluña","Mujeres","2012","67,624.91"
"35 años","Cataluña","Mujeres","2011","67,641.34"
"35 años","Cataluña","Mujeres","2010","66,770.65"
"35 años","Comunitat Valenciana","Mujeres","2022","30,609.00"
"35 años","Comunitat Valenciana","Mujeres","2021","31,234.00"
"35 años","Comunitat Valenciana","Mujeres","2020","32,114.00"
"35 años","Comunitat Valenciana","Mujeres","2019","32,307.00"
"35 años","Comunitat Valenciana","Mujeres","2018","34,168.00"
"35 años","Comunitat Valenciana","Mujeres","2017","35,667.00"
"35 años","Comunitat Valenciana","Mujeres","2016","38,280.00"
"35 años","Comunitat Valenciana","Mujeres","2015","39,598.00"
"35 años","Comunitat Valenciana","Mujeres","2014","41,578.00"
"35 años","Comunitat Valenciana","Mujeres","2013","42,747.00"
"35 años","Comunitat Valenciana","Mujeres","2012","43,374.79"
"35 años","Comunitat Valenciana","Mujeres","2011","42,668.65"
"35 años","Comunitat Valenciana","Mujeres","2010","43,244.82"
"35 años","Extremadura","Mujeres","2022","6,183.00"
"35 años","Extremadura","Mujeres","2021","6,155.00"
"35 años","Extremadura","Mujeres","2020","6,412.00"
"35 años","Extremadura","Mujeres","2019","6,646.00"
"35 años","Extremadura","Mujeres","2018","7,002.00"
"35 años","Extremadura","Mujeres","2017","7,080.00"
"35 años","Extremadura","Mujeres","2016","7,590.00"
"35 años","Extremadura","Mujeres","2015","7,585.00"
"35 años","Extremadura","Mujeres","2014","7,852.00"
"35 años","Extremadura","Mujeres","2013","7,799.00"
"35 años","Extremadura","Mujeres","2012","8,014.71"
"35 años","Extremadura","Mujeres","2011","7,849.55"
"35 años","Extremadura","Mujeres","2010","7,926.90"
"35 años","Galicia","Mujeres","2022","14,593.00"
"35 años","Galicia","Mujeres","2021","15,427.00"
"35 años","Galicia","Mujeres","2020","16,179.00"
"35 años","Galicia","Mujeres","2019","16,991.00"
"35 años","Galicia","Mujeres","2018","17,744.00"
"35 años","Galicia","Mujeres","2017","18,869.00"
"35 años","Galicia","Mujeres","2016","20,182.00"
"35 años","Galicia","Mujeres","2015","21,176.00"
"35 años","Galicia","Mujeres","2014","22,416.00"
"35 años","Galicia","Mujeres","2013","22,520.00"
"35 años","Galicia","Mujeres","2012","23,306.51"
"35 años","Galicia","Mujeres","2011","23,139.60"
"35 años","Galicia","Mujeres","2010","22,165.12"
"35 años","Madrid","Mujeres","2022","45,092.00"
"35 años","Madrid","Mujeres","2021","46,713.00"
"35 años","Madrid","Mujeres","2020","48,132.00"
"35 años","Madrid","Mujeres","2019","47,930.00"
"35 años","Madrid","Mujeres","2018","49,955.00"
"35 años","Madrid","Mujeres","2017","51,412.00"
"35 años","Madrid","Mujeres","2016","52,914.00"
"35 años","Madrid","Mujeres","2015","55,164.00"
"35 años","Madrid","Mujeres","2014","58,204.00"
"35 años","Madrid","Mujeres","2013","60,123.00"
"35 años","Madrid","Mujeres","2012","62,935.78"
"35 años","Madrid","Mujeres","2011","62,237.68"
"35 años","Madrid","Mujeres","2010","62,358.02"
"35 años","Murcia","Mujeres","2022","9,361.00"
"35 años","Murcia","Mujeres","2021","9,917.00"
"35 años","Murcia","Mujeres","2020","10,011.00"
"35 años","Murcia","Mujeres","2019","10,481.00"
"35 años","Murcia","Mujeres","2018","11,083.00"
"35 años","Murcia","Mujeres","2017","11,422.00"
"35 años","Murcia","Mujeres","2016","11,790.00"
"35 años","Murcia","Mujeres","2015","12,009.00"
"35 años","Murcia","Mujeres","2014","12,554.00"
"35 años","Murcia","Mujeres","2013","12,486.00"
"35 años","Murcia","Mujeres","2012","12,735.00"
"35 años","Murcia","Mujeres","2011","12,531.34"
"35 años","Murcia","Mujeres","2010","12,556.52"
"35 años","Navarra","Mujeres","2022","3,693.00"
"35 años","Navarra","Mujeres","2021","3,884.00"
"35 años","Navarra","Mujeres","2020","4,027.00"
"35 años","Navarra","Mujeres","2019","4,034.00"
"35 años","Navarra","Mujeres","2018","4,323.00"
"35 años","Navarra","Mujeres","2017","4,702.00"
"35 años","Navarra","Mujeres","2016","4,645.00"
"35 años","Navarra","Mujeres","2015","4,847.00"
"35 años","Navarra","Mujeres","2014","5,055.00"
"35 años","Navarra","Mujeres","2013","5,218.00"
"35 años","Navarra","Mujeres","2012","5,413.55"
"35 años","Navarra","Mujeres","2011","5,531.46"
"35 años","Navarra","Mujeres","2010","5,257.15"
"35 años","País Vasco","Mujeres","2022","12,001.00"
"35 años","País Vasco","Mujeres","2021","12,498.00"
"35 años","País Vasco","Mujeres","2020","12,850.00"
"35 años","País Vasco","Mujeres","2019","13,278.00"
"35 años","País Vasco","Mujeres","2018","13,778.00"
"35 años","País Vasco","Mujeres","2017","14,612.00"
"35 años","País Vasco","Mujeres","2016","14,904.00"
"35 años","País Vasco","Mujeres","2015","15,972.00"
"35 años","País Vasco","Mujeres","2014","17,089.00"
"35 años","País Vasco","Mujeres","2013","17,408.00"
"35 años","País Vasco","Mujeres","2012","18,309.86"
"35 años","País Vasco","Mujeres","2011","18,129.36"
"35 años","País Vasco","Mujeres","2010","18,027.63"
"35 años","Rioja","Mujeres","2022","1,833.00"
"35 años","Rioja","Mujeres","2021","1,968.00"
"35 años","Rioja","Mujeres","2020","1,887.00"
"35 años","Rioja","Mujeres","2019","1,999.00"
"35 años","Rioja","Mujeres","2018","2,021.00"
"35 años","Rioja","Mujeres","2017","2,191.00"
"35 años","Rioja","Mujeres","2016","2,300.00"
"35 años","Rioja","Mujeres","2015","2,477.00"
"35 años","Rioja","Mujeres","2014","2,572.00"
"35 años","Rioja","Mujeres","2013","2,659.00"
"35 años","Rioja","Mujeres","2012","2,792.39"
"35 años","Rioja","Mujeres","2011","2,597.24"
"35 años","Rioja","Mujeres","2010","2,585.83"
"35 años","Ceuta","Mujeres","2022","524"
"35 años","Ceuta","Mujeres","2021","588"
"35 años","Ceuta","Mujeres","2020","579"
"35 años","Ceuta","Mujeres","2019","598"
"35 años","Ceuta","Mujeres","2018","601"
"35 años","Ceuta","Mujeres","2017","588"
"35 años","Ceuta","Mujeres","2016","630"
"35 años","Ceuta","Mujeres","2015","649"
"35 años","Ceuta","Mujeres","2014","638"
"35 años","Ceuta","Mujeres","2013","655"
"35 años","Ceuta","Mujeres","2012","630.47"
"35 años","Ceuta","Mujeres","2011","651.49"
"35 años","Ceuta","Mujeres","2010","616.37"
"35 años","Melilla","Mujeres","2022","587"
"35 años","Melilla","Mujeres","2021","584"
"35 años","Melilla","Mujeres","2020","603"
"35 años","Melilla","Mujeres","2019","612"
"35 años","Melilla","Mujeres","2018","567"
"35 años","Melilla","Mujeres","2017","645"
"35 años","Melilla","Mujeres","2016","670"
"35 años","Melilla","Mujeres","2015","666"
"35 años","Melilla","Mujeres","2014","642"
"35 años","Melilla","Mujeres","2013","640"
"35 años","Melilla","Mujeres","2012","560.69"
"35 años","Melilla","Mujeres","2011","584.35"
"35 años","Melilla","Mujeres","2010","567.86"
"36 años","Andalucía","Mujeres","2022","55,084.00"
"36 años","Andalucía","Mujeres","2021","57,468.00"
"36 años","Andalucía","Mujeres","2020","58,620.00"
"36 años","Andalucía","Mujeres","2019","61,141.00"
"36 años","Andalucía","Mujeres","2018","62,641.00"
"36 años","Andalucía","Mujeres","2017","65,731.00"
"36 años","Andalucía","Mujeres","2016","66,503.00"
"36 años","Andalucía","Mujeres","2015","68,934.00"
"36 años","Andalucía","Mujeres","2014","69,981.00"
"36 años","Andalucía","Mujeres","2013","70,628.00"
"36 años","Andalucía","Mujeres","2012","69,957.79"
"36 años","Andalucía","Mujeres","2011","69,378.32"
"36 años","Andalucía","Mujeres","2010","67,760.01"
"36 años","Aragón","Mujeres","2022","7,856.00"
"36 años","Aragón","Mujeres","2021","8,042.00"
"36 años","Aragón","Mujeres","2020","8,048.00"
"36 años","Aragón","Mujeres","2019","8,611.00"
"36 años","Aragón","Mujeres","2018","8,951.00"
"36 años","Aragón","Mujeres","2017","9,501.00"
"36 años","Aragón","Mujeres","2016","9,793.00"
"36 años","Aragón","Mujeres","2015","10,258.00"
"36 años","Aragón","Mujeres","2014","10,660.00"
"36 años","Aragón","Mujeres","2013","10,666.00"
"36 años","Aragón","Mujeres","2012","10,780.34"
"36 años","Aragón","Mujeres","2011","10,541.40"
"36 años","Aragón","Mujeres","2010","10,428.57"
"36 años","Asturias","Mujeres","2022","5,551.00"
"36 años","Asturias","Mujeres","2021","5,820.00"
"36 años","Asturias","Mujeres","2020","6,064.00"
"36 años","Asturias","Mujeres","2019","6,487.00"
"36 años","Asturias","Mujeres","2018","6,946.00"
"36 años","Asturias","Mujeres","2017","7,236.00"
"36 años","Asturias","Mujeres","2016","7,762.00"
"36 años","Asturias","Mujeres","2015","8,111.00"
"36 años","Asturias","Mujeres","2014","8,512.00"
"36 años","Asturias","Mujeres","2013","8,580.00"
"36 años","Asturias","Mujeres","2012","8,688.66"
"36 años","Asturias","Mujeres","2011","8,710.81"
"36 años","Asturias","Mujeres","2010","8,390.35"
"36 años","Balears","Mujeres","2022","8,801.00"
"36 años","Balears","Mujeres","2021","9,120.00"
"36 años","Balears","Mujeres","2020","9,216.00"
"36 años","Balears","Mujeres","2019","9,298.00"
"36 años","Balears","Mujeres","2018","9,638.00"
"36 años","Balears","Mujeres","2017","9,774.00"
"36 años","Balears","Mujeres","2016","9,933.00"
"36 años","Balears","Mujeres","2015","10,087.00"
"36 años","Balears","Mujeres","2014","10,050.00"
"36 años","Balears","Mujeres","2013","10,090.00"
"36 años","Balears","Mujeres","2012","9,970.30"
"36 años","Balears","Mujeres","2011","10,049.95"
"36 años","Balears","Mujeres","2010","9,653.50"
"36 años","Canarias","Mujeres","2022","14,864.00"
"36 años","Canarias","Mujeres","2021","15,220.00"
"36 años","Canarias","Mujeres","2020","15,966.00"
"36 años","Canarias","Mujeres","2019","16,629.00"
"36 años","Canarias","Mujeres","2018","17,000.00"
"36 años","Canarias","Mujeres","2017","17,557.00"
"36 años","Canarias","Mujeres","2016","17,853.00"
"36 años","Canarias","Mujeres","2015","18,143.00"
"36 años","Canarias","Mujeres","2014","18,046.00"
