"Comunidad","Sexo","edad","Fecha","Total"
"Ceuta","Hombres","De 65 a 69 años","2011","63.55"
"Ceuta","Hombres","De 70 a 74 años","2011","0.00"
"Ceuta","Hombres","75 y más años","2011","93.59"
"Ceuta","Mujeres","De 10 a 14 años","2011","82.17"
"Ceuta","Mujeres","De 15 a 19 años","2011","232.87"
"Ceuta","Mujeres","De 20 a 24 años","2011","293.24"
"Ceuta","Mujeres","De 25 a 29 años","2011","219.70"
"Ceuta","Mujeres","De 30 a 34 años","2011","113.13"
"Ceuta","Mujeres","De 35 a 39 años","2011","121.11"
"Ceuta","Mujeres","De 40 a 44 años","2011","118.29"
"Ceuta","Mujeres","De 45 a 49 años","2011","119.72"
"Ceuta","Mujeres","De 50 a 54 años","2011","98.31"
"Ceuta","Mujeres","De 55 a 59 años","2011","79.06"
"Ceuta","Mujeres","De 60 a 64 años","2011","22.40"
"Ceuta","Mujeres","De 65 a 69 años","2011","180.55"
"Ceuta","Mujeres","De 70 a 74 años","2011","51.74"
"Ceuta","Mujeres","75 y más años","2011","107.66"
"Melilla","Hombres","De 10 a 14 años","2011","75.89"
"Melilla","Hombres","De 15 a 19 años","2011","153.57"
"Melilla","Hombres","De 20 a 24 años","2011","100.10"
"Melilla","Hombres","De 25 a 29 años","2011","49.03"
"Melilla","Hombres","De 30 a 34 años","2011","51.20"
"Melilla","Hombres","De 35 a 39 años","2011","39.13"
"Melilla","Hombres","De 40 a 44 años","2011","35.33"
"Melilla","Hombres","De 45 a 49 años","2011","31.92"
"Melilla","Hombres","De 50 a 54 años","2011","53.90"
"Melilla","Hombres","De 55 a 59 años","2011","66.82"
"Melilla","Hombres","De 60 a 64 años","2011","54.64"
"Melilla","Hombres","De 65 a 69 años","2011","59.85"
"Melilla","Hombres","De 70 a 74 años","2011","64.98"
"Melilla","Hombres","75 y más años","2011","32.32"
"Melilla","Mujeres","De 10 a 14 años","2011","90.97"
"Melilla","Mujeres","De 15 a 19 años","2011","131.48"
"Melilla","Mujeres","De 20 a 24 años","2011","159.24"
"Melilla","Mujeres","De 25 a 29 años","2011","140.32"
"Melilla","Mujeres","De 30 a 34 años","2011","106.53"
"Melilla","Mujeres","De 35 a 39 años","2011","73.70"
"Melilla","Mujeres","De 40 a 44 años","2011","93.48"
"Melilla","Mujeres","De 45 a 49 años","2011","80.15"
"Melilla","Mujeres","De 50 a 54 años","2011","87.79"
"Melilla","Mujeres","De 55 a 59 años","2011","41.72"
"Melilla","Mujeres","De 60 a 64 años","2011","45.78"
"Melilla","Mujeres","De 65 a 69 años","2011","22.98"
"Melilla","Mujeres","De 70 a 74 años","2011","48.12"
"Melilla","Mujeres","75 y más años","2011","0.00"
"Andalucía","Hombres","De 10 a 14 años","2012","67.43"
"Andalucía","Hombres","De 15 a 19 años","2012","95.87"
"Andalucía","Hombres","De 20 a 24 años","2012","89.94"
"Andalucía","Hombres","De 25 a 29 años","2012","71.48"
"Andalucía","Hombres","De 30 a 34 años","2012","49.31"
"Andalucía","Hombres","De 35 a 39 años","2012","37.96"
"Andalucía","Hombres","De 40 a 44 años","2012","37.38"
"Andalucía","Hombres","De 45 a 49 años","2012","40.89"
"Andalucía","Hombres","De 50 a 54 años","2012","42.38"
"Andalucía","Hombres","De 55 a 59 años","2012","56.12"
"Andalucía","Hombres","De 60 a 64 años","2012","72.83"
"Andalucía","Hombres","De 65 a 69 años","2012","71.78"
"Andalucía","Hombres","De 70 a 74 años","2012","51.14"
"Andalucía","Hombres","75 y más años","2012","33.08"
"Andalucía","Mujeres","De 10 a 14 años","2012","67.46"
"Andalucía","Mujeres","De 15 a 19 años","2012","84.64"
"Andalucía","Mujeres","De 20 a 24 años","2012","112.93"
"Andalucía","Mujeres","De 25 a 29 años","2012","75.03"
"Andalucía","Mujeres","De 30 a 34 años","2012","50.97"
"Andalucía","Mujeres","De 35 a 39 años","2012","44.52"
"Andalucía","Mujeres","De 40 a 44 años","2012","43.40"
"Andalucía","Mujeres","De 45 a 49 años","2012","48.85"
"Andalucía","Mujeres","De 50 a 54 años","2012","51.41"
"Andalucía","Mujeres","De 55 a 59 años","2012","68.13"
"Andalucía","Mujeres","De 60 a 64 años","2012","71.49"
"Andalucía","Mujeres","De 65 a 69 años","2012","63.11"
"Andalucía","Mujeres","De 70 a 74 años","2012","50.01"
"Andalucía","Mujeres","75 y más años","2012","35.54"
"Aragón","Hombres","De 10 a 14 años","2012","55.74"
"Aragón","Hombres","De 15 a 19 años","2012","76.10"
"Aragón","Hombres","De 20 a 24 años","2012","55.52"
"Aragón","Hombres","De 25 a 29 años","2012","36.99"
"Aragón","Hombres","De 30 a 34 años","2012","24.00"
"Aragón","Hombres","De 35 a 39 años","2012","20.60"
"Aragón","Hombres","De 40 a 44 años","2012","20.25"
"Aragón","Hombres","De 45 a 49 años","2012","20.63"
"Aragón","Hombres","De 50 a 54 años","2012","17.94"
"Aragón","Hombres","De 55 a 59 años","2012","22.26"
"Aragón","Hombres","De 60 a 64 años","2012","40.96"
"Aragón","Hombres","De 65 a 69 años","2012","60.07"
"Aragón","Hombres","De 70 a 74 años","2012","93.96"
"Aragón","Hombres","75 y más años","2012","61.82"
"Aragón","Mujeres","De 10 a 14 años","2012","50.06"
"Aragón","Mujeres","De 15 a 19 años","2012","84.37"
"Aragón","Mujeres","De 20 a 24 años","2012","83.56"
"Aragón","Mujeres","De 25 a 29 años","2012","45.18"
"Aragón","Mujeres","De 30 a 34 años","2012","32.65"
"Aragón","Mujeres","De 35 a 39 años","2012","27.04"
"Aragón","Mujeres","De 40 a 44 años","2012","29.02"
"Aragón","Mujeres","De 45 a 49 años","2012","28.02"
"Aragón","Mujeres","De 50 a 54 años","2012","39.11"
"Aragón","Mujeres","De 55 a 59 años","2012","41.58"
"Aragón","Mujeres","De 60 a 64 años","2012","52.78"
"Aragón","Mujeres","De 65 a 69 años","2012","74.65"
"Aragón","Mujeres","De 70 a 74 años","2012","49.94"
"Aragón","Mujeres","75 y más años","2012","53.61"
"Asturias","Hombres","De 10 a 14 años","2012","97.60"
"Asturias","Hombres","De 15 a 19 años","2012","122.78"
"Asturias","Hombres","De 20 a 24 años","2012","125.77"
"Asturias","Hombres","De 25 a 29 años","2012","80.95"
"Asturias","Hombres","De 30 a 34 años","2012","44.07"
"Asturias","Hombres","De 35 a 39 años","2012","33.66"
"Asturias","Hombres","De 40 a 44 años","2012","30.60"
"Asturias","Hombres","De 45 a 49 años","2012","39.54"
"Asturias","Hombres","De 50 a 54 años","2012","25.76"
"Asturias","Hombres","De 55 a 59 años","2012","34.49"
"Asturias","Hombres","De 60 a 64 años","2012","48.01"
"Asturias","Hombres","De 65 a 69 años","2012","61.05"
"Asturias","Hombres","De 70 a 74 años","2012","68.70"
"Asturias","Hombres","75 y más años","2012","49.99"
"Asturias","Mujeres","De 10 a 14 años","2012","84.85"
"Asturias","Mujeres","De 15 a 19 años","2012","120.35"
"Asturias","Mujeres","De 20 a 24 años","2012","143.31"
"Asturias","Mujeres","De 25 a 29 años","2012","75.26"
"Asturias","Mujeres","De 30 a 34 años","2012","48.78"
"Asturias","Mujeres","De 35 a 39 años","2012","40.53"
"Asturias","Mujeres","De 40 a 44 años","2012","45.85"
"Asturias","Mujeres","De 45 a 49 años","2012","51.42"
"Asturias","Mujeres","De 50 a 54 años","2012","42.77"
"Asturias","Mujeres","De 55 a 59 años","2012","61.74"
"Asturias","Mujeres","De 60 a 64 años","2012","59.11"
"Asturias","Mujeres","De 65 a 69 años","2012","42.23"
"Asturias","Mujeres","De 70 a 74 años","2012","58.42"
"Asturias","Mujeres","75 y más años","2012","33.17"
"Balears","Hombres","De 10 a 14 años","2012","57.75"
"Balears","Hombres","De 15 a 19 años","2012","69.48"
"Balears","Hombres","De 20 a 24 años","2012","95.65"
"Balears","Hombres","De 25 a 29 años","2012","64.81"
"Balears","Hombres","De 30 a 34 años","2012","43.32"
"Balears","Hombres","De 35 a 39 años","2012","36.93"
"Balears","Hombres","De 40 a 44 años","2012","34.61"
"Balears","Hombres","De 45 a 49 años","2012","40.09"
"Balears","Hombres","De 50 a 54 años","2012","37.97"
"Balears","Hombres","De 55 a 59 años","2012","40.23"
"Balears","Hombres","De 60 a 64 años","2012","48.13"
"Balears","Hombres","De 65 a 69 años","2012","52.93"
"Balears","Hombres","De 70 a 74 años","2012","38.24"
"Balears","Hombres","75 y más años","2012","23.56"
"Balears","Mujeres","De 10 a 14 años","2012","59.85"
"Balears","Mujeres","De 15 a 19 años","2012","84.13"
"Balears","Mujeres","De 20 a 24 años","2012","121.40"
"Balears","Mujeres","De 25 a 29 años","2012","78.66"
"Balears","Mujeres","De 30 a 34 años","2012","42.23"
"Balears","Mujeres","De 35 a 39 años","2012","36.89"
"Balears","Mujeres","De 40 a 44 años","2012","36.80"
"Balears","Mujeres","De 45 a 49 años","2012","36.79"
"Balears","Mujeres","De 50 a 54 años","2012","34.48"
"Balears","Mujeres","De 55 a 59 años","2012","42.95"
"Balears","Mujeres","De 60 a 64 años","2012","48.60"
"Balears","Mujeres","De 65 a 69 años","2012","46.32"
"Balears","Mujeres","De 70 a 74 años","2012","41.25"
"Balears","Mujeres","75 y más años","2012","34.92"
"Canarias","Hombres","De 10 a 14 años","2012","88.29"
"Canarias","Hombres","De 15 a 19 años","2012","78.12"
"Canarias","Hombres","De 20 a 24 años","2012","124.93"
"Canarias","Hombres","De 25 a 29 años","2012","87.81"
"Canarias","Hombres","De 30 a 34 años","2012","56.70"
"Canarias","Hombres","De 35 a 39 años","2012","51.61"
"Canarias","Hombres","De 40 a 44 años","2012","48.70"
"Canarias","Hombres","De 45 a 49 años","2012","49.42"
"Canarias","Hombres","De 50 a 54 años","2012","58.77"
"Canarias","Hombres","De 55 a 59 años","2012","65.44"
"Canarias","Hombres","De 60 a 64 años","2012","68.87"
"Canarias","Hombres","De 65 a 69 años","2012","66.41"
"Canarias","Hombres","De 70 a 74 años","2012","42.08"
"Canarias","Hombres","75 y más años","2012","37.15"
"Canarias","Mujeres","De 10 a 14 años","2012","74.43"
"Canarias","Mujeres","De 15 a 19 años","2012","91.88"
"Canarias","Mujeres","De 20 a 24 años","2012","176.99"
"Canarias","Mujeres","De 25 a 29 años","2012","91.72"
"Canarias","Mujeres","De 30 a 34 años","2012","57.72"
"Canarias","Mujeres","De 35 a 39 años","2012","49.87"
"Canarias","Mujeres","De 40 a 44 años","2012","47.14"
"Canarias","Mujeres","De 45 a 49 años","2012","54.97"
"Canarias","Mujeres","De 50 a 54 años","2012","59.43"
"Canarias","Mujeres","De 55 a 59 años","2012","67.49"
"Canarias","Mujeres","De 60 a 64 años","2012","73.50"
"Canarias","Mujeres","De 65 a 69 años","2012","62.33"
"Canarias","Mujeres","De 70 a 74 años","2012","42.15"
"Canarias","Mujeres","75 y más años","2012","46.13"
"Cantabria","Hombres","De 10 a 14 años","2012","61.26"
"Cantabria","Hombres","De 15 a 19 años","2012","91.92"
"Cantabria","Hombres","De 20 a 24 años","2012","84.68"
"Cantabria","Hombres","De 25 a 29 años","2012","72.24"
"Cantabria","Hombres","De 30 a 34 años","2012","38.13"
"Cantabria","Hombres","De 35 a 39 años","2012","30.29"
"Cantabria","Hombres","De 40 a 44 años","2012","25.74"
"Cantabria","Hombres","De 45 a 49 años","2012","36.51"
"Cantabria","Hombres","De 50 a 54 años","2012","34.94"
"Cantabria","Hombres","De 55 a 59 años","2012","31.36"
"Cantabria","Hombres","De 60 a 64 años","2012","54.32"
"Cantabria","Hombres","De 65 a 69 años","2012","63.62"
"Cantabria","Hombres","De 70 a 74 años","2012","41.71"
"Cantabria","Hombres","75 y más años","2012","39.07"
"Cantabria","Mujeres","De 10 a 14 años","2012","70.86"
"Cantabria","Mujeres","De 15 a 19 años","2012","82.59"
"Cantabria","Mujeres","De 20 a 24 años","2012","90.99"
"Cantabria","Mujeres","De 25 a 29 años","2012","60.98"
"Cantabria","Mujeres","De 30 a 34 años","2012","41.83"
"Cantabria","Mujeres","De 35 a 39 años","2012","33.50"
"Cantabria","Mujeres","De 40 a 44 años","2012","36.71"
"Cantabria","Mujeres","De 45 a 49 años","2012","40.19"
"Cantabria","Mujeres","De 50 a 54 años","2012","41.09"
"Cantabria","Mujeres","De 55 a 59 años","2012","50.67"
"Cantabria","Mujeres","De 60 a 64 años","2012","83.17"
"Cantabria","Mujeres","De 65 a 69 años","2012","105.92"
"Cantabria","Mujeres","De 70 a 74 años","2012","73.94"
"Cantabria","Mujeres","75 y más años","2012","35.18"
"Castilla y León","Hombres","De 10 a 14 años","2012","63.60"
"Castilla y León","Hombres","De 15 a 19 años","2012","84.78"
"Castilla y León","Hombres","De 20 a 24 años","2012","77.13"
"Castilla y León","Hombres","De 25 a 29 años","2012","51.91"
"Castilla y León","Hombres","De 30 a 34 años","2012","33.61"
"Castilla y León","Hombres","De 35 a 39 años","2012","24.75"
"Castilla y León","Hombres","De 40 a 44 años","2012","22.52"
"Castilla y León","Hombres","De 45 a 49 años","2012","23.01"
"Castilla y León","Hombres","De 50 a 54 años","2012","24.88"
"Castilla y León","Hombres","De 55 a 59 años","2012","27.09"
"Castilla y León","Hombres","De 60 a 64 años","2012","26.94"
"Castilla y León","Hombres","De 65 a 69 años","2012","45.44"
"Castilla y León","Hombres","De 70 a 74 años","2012","43.71"
"Castilla y León","Hombres","75 y más años","2012","71.06"
"Castilla y León","Mujeres","De 10 a 14 años","2012","66.53"
"Castilla y León","Mujeres","De 15 a 19 años","2012","86.21"
"Castilla y León","Mujeres","De 20 a 24 años","2012","101.31"
"Castilla y León","Mujeres","De 25 a 29 años","2012","52.07"
"Castilla y León","Mujeres","De 30 a 34 años","2012","39.45"
"Castilla y León","Mujeres","De 35 a 39 años","2012","30.26"
"Castilla y León","Mujeres","De 40 a 44 años","2012","28.63"
"Castilla y León","Mujeres","De 45 a 49 años","2012","31.58"
"Castilla y León","Mujeres","De 50 a 54 años","2012","26.33"
"Castilla y León","Mujeres","De 55 a 59 años","2012","42.45"
"Castilla y León","Mujeres","De 60 a 64 años","2012","56.37"
"Castilla y León","Mujeres","De 65 a 69 años","2012","67.30"
"Castilla y León","Mujeres","De 70 a 74 años","2012","60.89"
"Castilla y León","Mujeres","75 y más años","2012","88.86"
"Castilla - La Mancha","Hombres","De 10 a 14 años","2012","47.80"
"Castilla - La Mancha","Hombres","De 15 a 19 años","2012","64.38"
"Castilla - La Mancha","Hombres","De 20 a 24 años","2012","51.24"
"Castilla - La Mancha","Hombres","De 25 a 29 años","2012","32.42"
"Castilla - La Mancha","Hombres","De 30 a 34 años","2012","22.81"
"Castilla - La Mancha","Hombres","De 35 a 39 años","2012","21.09"
"Castilla - La Mancha","Hombres","De 40 a 44 años","2012","16.85"
"Castilla - La Mancha","Hombres","De 45 a 49 años","2012","19.55"
"Castilla - La Mancha","Hombres","De 50 a 54 años","2012","19.35"
"Castilla - La Mancha","Hombres","De 55 a 59 años","2012","22.53"
"Castilla - La Mancha","Hombres","De 60 a 64 años","2012","35.80"
"Castilla - La Mancha","Hombres","De 65 a 69 años","2012","54.62"
"Castilla - La Mancha","Hombres","De 70 a 74 años","2012","64.41"
"Castilla - La Mancha","Hombres","75 y más años","2012","48.77"
"Castilla - La Mancha","Mujeres","De 10 a 14 años","2012","43.79"
"Castilla - La Mancha","Mujeres","De 15 a 19 años","2012","70.54"
"Castilla - La Mancha","Mujeres","De 20 a 24 años","2012","71.84"
"Castilla - La Mancha","Mujeres","De 25 a 29 años","2012","40.53"
"Castilla - La Mancha","Mujeres","De 30 a 34 años","2012","28.20"
"Castilla - La Mancha","Mujeres","De 35 a 39 años","2012","20.97"
"Castilla - La Mancha","Mujeres","De 40 a 44 años","2012","24.11"
"Castilla - La Mancha","Mujeres","De 45 a 49 años","2012","24.91"
"Castilla - La Mancha","Mujeres","De 50 a 54 años","2012","29.47"
"Castilla - La Mancha","Mujeres","De 55 a 59 años","2012","37.05"
"Castilla - La Mancha","Mujeres","De 60 a 64 años","2012","56.88"
"Castilla - La Mancha","Mujeres","De 65 a 69 años","2012","70.25"
"Castilla - La Mancha","Mujeres","De 70 a 74 años","2012","55.89"
"Castilla - La Mancha","Mujeres","75 y más años","2012","67.75"
"Cataluña","Hombres","De 10 a 14 años","2012","67.09"
"Cataluña","Hombres","De 15 a 19 años","2012","89.97"
"Cataluña","Hombres","De 20 a 24 años","2012","123.07"
"Cataluña","Hombres","De 25 a 29 años","2012","95.54"
"Cataluña","Hombres","De 30 a 34 años","2012","52.86"
"Cataluña","Hombres","De 35 a 39 años","2012","38.58"
"Cataluña","Hombres","De 40 a 44 años","2012","34.05"
"Cataluña","Hombres","De 45 a 49 años","2012","34.64"
"Cataluña","Hombres","De 50 a 54 años","2012","32.33"
"Cataluña","Hombres","De 55 a 59 años","2012","38.89"
"Cataluña","Hombres","De 60 a 64 años","2012","58.24"
"Cataluña","Hombres","De 65 a 69 años","2012","67.94"
"Cataluña","Hombres","De 70 a 74 años","2012","60.70"
"Cataluña","Hombres","75 y más años","2012","52.13"
"Cataluña","Mujeres","De 10 a 14 años","2012","56.96"
"Cataluña","Mujeres","De 15 a 19 años","2012","88.46"
"Cataluña","Mujeres","De 20 a 24 años","2012","139.96"
"Cataluña","Mujeres","De 25 a 29 años","2012","86.67"
"Cataluña","Mujeres","De 30 a 34 años","2012","48.23"
"Cataluña","Mujeres","De 35 a 39 años","2012","38.27"
"Cataluña","Mujeres","De 40 a 44 años","2012","36.62"
"Cataluña","Mujeres","De 45 a 49 años","2012","35.64"
"Cataluña","Mujeres","De 50 a 54 años","2012","42.00"
"Cataluña","Mujeres","De 55 a 59 años","2012","59.61"
"Cataluña","Mujeres","De 60 a 64 años","2012","73.78"
"Cataluña","Mujeres","De 65 a 69 años","2012","74.39"
"Cataluña","Mujeres","De 70 a 74 años","2012","75.89"
"Cataluña","Mujeres","75 y más años","2012","53.64"
"Comunitat Valenciana","Hombres","De 10 a 14 años","2012","59.36"
"Comunitat Valenciana","Hombres","De 15 a 19 años","2012","70.01"
"Comunitat Valenciana","Hombres","De 20 a 24 años","2012","83.43"
"Comunitat Valenciana","Hombres","De 25 a 29 años","2012","61.16"
"Comunitat Valenciana","Hombres","De 30 a 34 años","2012","37.26"
"Comunitat Valenciana","Hombres","De 35 a 39 años","2012","32.25"
"Comunitat Valenciana","Hombres","De 40 a 44 años","2012","34.14"
"Comunitat Valenciana","Hombres","De 45 a 49 años","2012","38.41"
"Comunitat Valenciana","Hombres","De 50 a 54 años","2012","40.42"
"Comunitat Valenciana","Hombres","De 55 a 59 años","2012","52.40"
"Comunitat Valenciana","Hombres","De 60 a 64 años","2012","58.43"
"Comunitat Valenciana","Hombres","De 65 a 69 años","2012","48.84"
"Comunitat Valenciana","Hombres","De 70 a 74 años","2012","26.43"
"Comunitat Valenciana","Hombres","75 y más años","2012","17.89"
"Comunitat Valenciana","Mujeres","De 10 a 14 años","2012","56.08"
"Comunitat Valenciana","Mujeres","De 15 a 19 años","2012","75.97"
"Comunitat Valenciana","Mujeres","De 20 a 24 años","2012","91.16"
"Comunitat Valenciana","Mujeres","De 25 a 29 años","2012","58.01"
"Comunitat Valenciana","Mujeres","De 30 a 34 años","2012","36.48"
"Comunitat Valenciana","Mujeres","De 35 a 39 años","2012","35.10"
"Comunitat Valenciana","Mujeres","De 40 a 44 años","2012","35.05"
"Comunitat Valenciana","Mujeres","De 45 a 49 años","2012","39.55"
"Comunitat Valenciana","Mujeres","De 50 a 54 años","2012","45.06"
"Comunitat Valenciana","Mujeres","De 55 a 59 años","2012","53.87"
"Comunitat Valenciana","Mujeres","De 60 a 64 años","2012","55.87"
"Comunitat Valenciana","Mujeres","De 65 a 69 años","2012","37.58"
"Comunitat Valenciana","Mujeres","De 70 a 74 años","2012","25.71"
"Comunitat Valenciana","Mujeres","75 y más años","2012","23.27"
"Extremadura","Hombres","De 10 a 14 años","2012","79.56"
"Extremadura","Hombres","De 15 a 19 años","2012","75.58"
"Extremadura","Hombres","De 20 a 24 años","2012","79.19"
"Extremadura","Hombres","De 25 a 29 años","2012","57.54"
"Extremadura","Hombres","De 30 a 34 años","2012","39.35"
"Extremadura","Hombres","De 35 a 39 años","2012","32.92"
"Extremadura","Hombres","De 40 a 44 años","2012","27.32"
"Extremadura","Hombres","De 45 a 49 años","2012","27.14"
"Extremadura","Hombres","De 50 a 54 años","2012","31.18"
"Extremadura","Hombres","De 55 a 59 años","2012","53.37"
"Extremadura","Hombres","De 60 a 64 años","2012","42.32"
"Extremadura","Hombres","De 65 a 69 años","2012","53.75"
"Extremadura","Hombres","De 70 a 74 años","2012","29.73"
"Extremadura","Hombres","75 y más años","2012","53.75"
"Extremadura","Mujeres","De 10 a 14 años","2012","58.69"
"Extremadura","Mujeres","De 15 a 19 años","2012","88.33"
"Extremadura","Mujeres","De 20 a 24 años","2012","88.33"
"Extremadura","Mujeres","De 25 a 29 años","2012","56.44"
"Extremadura","Mujeres","De 30 a 34 años","2012","47.74"
"Extremadura","Mujeres","De 35 a 39 años","2012","37.05"
"Extremadura","Mujeres","De 40 a 44 años","2012","48.67"
"Extremadura","Mujeres","De 45 a 49 años","2012","37.06"
"Extremadura","Mujeres","De 50 a 54 años","2012","37.02"
"Extremadura","Mujeres","De 55 a 59 años","2012","60.75"
"Extremadura","Mujeres","De 60 a 64 años","2012","35.94"
"Extremadura","Mujeres","De 65 a 69 años","2012","73.06"
"Extremadura","Mujeres","De 70 a 74 años","2012","52.03"
"Extremadura","Mujeres","75 y más años","2012","48.35"
"Galicia","Hombres","De 10 a 14 años","2012","93.62"
"Galicia","Hombres","De 15 a 19 años","2012","115.87"
"Galicia","Hombres","De 20 a 24 años","2012","98.66"
"Galicia","Hombres","De 25 a 29 años","2012","69.25"
"Galicia","Hombres","De 30 a 34 años","2012","46.48"
"Galicia","Hombres","De 35 a 39 años","2012","39.25"
"Galicia","Hombres","De 40 a 44 años","2012","37.14"
"Galicia","Hombres","De 45 a 49 años","2012","37.74"
"Galicia","Hombres","De 50 a 54 años","2012","35.00"
"Galicia","Hombres","De 55 a 59 años","2012","39.90"
"Galicia","Hombres","De 60 a 64 años","2012","46.47"
"Galicia","Hombres","De 65 a 69 años","2012","46.35"
"Galicia","Hombres","De 70 a 74 años","2012","48.31"
"Galicia","Hombres","75 y más años","2012","59.68"
"Galicia","Mujeres","De 10 a 14 años","2012","99.46"
"Galicia","Mujeres","De 15 a 19 años","2012","125.35"
"Galicia","Mujeres","De 20 a 24 años","2012","119.65"
"Galicia","Mujeres","De 25 a 29 años","2012","70.01"
"Galicia","Mujeres","De 30 a 34 años","2012","47.78"
"Galicia","Mujeres","De 35 a 39 años","2012","39.84"
"Galicia","Mujeres","De 40 a 44 años","2012","38.21"
"Galicia","Mujeres","De 45 a 49 años","2012","42.05"
"Galicia","Mujeres","De 50 a 54 años","2012","40.40"
"Galicia","Mujeres","De 55 a 59 años","2012","58.61"
"Galicia","Mujeres","De 60 a 64 años","2012","51.51"
"Galicia","Mujeres","De 65 a 69 años","2012","74.04"
"Galicia","Mujeres","De 70 a 74 años","2012","50.48"
"Galicia","Mujeres","75 y más años","2012","62.72"
"Madrid","Hombres","De 10 a 14 años","2012","67.43"
"Madrid","Hombres","De 15 a 19 años","2012","92.37"
"Madrid","Hombres","De 20 a 24 años","2012","112.68"
"Madrid","Hombres","De 25 a 29 años","2012","75.38"
"Madrid","Hombres","De 30 a 34 años","2012","41.60"
"Madrid","Hombres","De 35 a 39 años","2012","29.17"
"Madrid","Hombres","De 40 a 44 años","2012","27.32"
"Madrid","Hombres","De 45 a 49 años","2012","28.08"
"Madrid","Hombres","De 50 a 54 años","2012","28.21"
"Madrid","Hombres","De 55 a 59 años","2012","31.80"
"Madrid","Hombres","De 60 a 64 años","2012","43.59"
"Madrid","Hombres","De 65 a 69 años","2012","63.22"
"Madrid","Hombres","De 70 a 74 años","2012","55.63"
"Madrid","Hombres","75 y más años","2012","45.82"
"Madrid","Mujeres","De 10 a 14 años","2012","68.43"
"Madrid","Mujeres","De 15 a 19 años","2012","103.90"
"Madrid","Mujeres","De 20 a 24 años","2012","140.98"
"Madrid","Mujeres","De 25 a 29 años","2012","76.73"
"Madrid","Mujeres","De 30 a 34 años","2012","42.17"
"Madrid","Mujeres","De 35 a 39 años","2012","32.48"
"Madrid","Mujeres","De 40 a 44 años","2012","32.26"
"Madrid","Mujeres","De 45 a 49 años","2012","31.36"
"Madrid","Mujeres","De 50 a 54 años","2012","34.79"
"Madrid","Mujeres","De 55 a 59 años","2012","46.06"
"Madrid","Mujeres","De 60 a 64 años","2012","58.80"
"Madrid","Mujeres","De 65 a 69 años","2012","71.08"
"Madrid","Mujeres","De 70 a 74 años","2012","67.22"
"Madrid","Mujeres","75 y más años","2012","60.76"
"Murcia","Hombres","De 10 a 14 años","2012","28.61"
"Murcia","Hombres","De 15 a 19 años","2012","39.58"
"Murcia","Hombres","De 20 a 24 años","2012","62.53"
"Murcia","Hombres","De 25 a 29 años","2012","41.84"
"Murcia","Hombres","De 30 a 34 años","2012","23.91"
"Murcia","Hombres","De 35 a 39 años","2012","16.61"
"Murcia","Hombres","De 40 a 44 años","2012","17.88"
"Murcia","Hombres","De 45 a 49 años","2012","15.13"
"Murcia","Hombres","De 50 a 54 años","2012","20.32"
"Murcia","Hombres","De 55 a 59 años","2012","29.60"
"Murcia","Hombres","De 60 a 64 años","2012","50.96"
"Murcia","Hombres","De 65 a 69 años","2012","41.08"
"Murcia","Hombres","De 70 a 74 años","2012","17.04"
"Murcia","Hombres","75 y más años","2012","21.18"
"Murcia","Mujeres","De 10 a 14 años","2012","34.61"
"Murcia","Mujeres","De 15 a 19 años","2012","47.26"
"Murcia","Mujeres","De 20 a 24 años","2012","73.94"
"Murcia","Mujeres","De 25 a 29 años","2012","43.41"
"Murcia","Mujeres","De 30 a 34 años","2012","24.40"
"Murcia","Mujeres","De 35 a 39 años","2012","23.31"
"Murcia","Mujeres","De 40 a 44 años","2012","23.37"
"Murcia","Mujeres","De 45 a 49 años","2012","26.75"
"Murcia","Mujeres","De 50 a 54 años","2012","35.32"
"Murcia","Mujeres","De 55 a 59 años","2012","39.67"
"Murcia","Mujeres","De 60 a 64 años","2012","48.64"
"Murcia","Mujeres","De 65 a 69 años","2012","29.90"
"Murcia","Mujeres","De 70 a 74 años","2012","31.96"
"Murcia","Mujeres","75 y más años","2012","33.49"
"Navarra","Hombres","De 10 a 14 años","2012","57.70"
"Navarra","Hombres","De 15 a 19 años","2012","120.71"
"Navarra","Hombres","De 20 a 24 años","2012","92.35"
"Navarra","Hombres","De 25 a 29 años","2012","63.01"
"Navarra","Hombres","De 30 a 34 años","2012","34.70"
"Navarra","Hombres","De 35 a 39 años","2012","28.85"
"Navarra","Hombres","De 40 a 44 años","2012","28.07"
"Navarra","Hombres","De 45 a 49 años","2012","32.08"
"Navarra","Hombres","De 50 a 54 años","2012","23.95"
"Navarra","Hombres","De 55 a 59 años","2012","26.33"
"Navarra","Hombres","De 60 a 64 años","2012","59.58"
"Navarra","Hombres","De 65 a 69 años","2012","74.61"
"Navarra","Hombres","De 70 a 74 años","2012","34.05"
"Navarra","Hombres","75 y más años","2012","122.58"
"Navarra","Mujeres","De 10 a 14 años","2012","52.71"
"Navarra","Mujeres","De 15 a 19 años","2012","136.22"
"Navarra","Mujeres","De 20 a 24 años","2012","104.18"
"Navarra","Mujeres","De 25 a 29 años","2012","59.09"
"Navarra","Mujeres","De 30 a 34 años","2012","33.90"
"Navarra","Mujeres","De 35 a 39 años","2012","31.72"
"Navarra","Mujeres","De 40 a 44 años","2012","30.21"
"Navarra","Mujeres","De 45 a 49 años","2012","34.16"
"Navarra","Mujeres","De 50 a 54 años","2012","28.29"
"Navarra","Mujeres","De 55 a 59 años","2012","45.07"
